Question_ID,Skill_ID_List,Content,Options,Answer,Difficulty,Explanation
Q2.009,"2.1_NguyenTac","Tại sao tài khoản email được coi là ""chìa khóa"" để nhận dạng người dùng trực tuyến?","['A. Vì nó là phương tiện giao tiếp duy nhất', 'B. Vì nó không yêu cầu mật khẩu', 'C. Vì nó có tính bảo mật tuyệt đối', 'D. Vì nó thường được dùng như \'thông tin đăng nhập\' để kết nối với các dịch vụ trực tuyến khác']",D,Medium,
Q2.010,"2.1_NguyenTac",Hình thức nào sau đây KHÔNG phải là giao tiếp số?,"['A. Chat trực tuyến', 'B. Cuộc họp video qua zoom', 'C. Thư viết tay', 'D. Email']",C,Medium,
Q2.011,"2.1_NguyenTac","Để giữ an toàn cho tài khoản email, một trong những biện pháp được khuyến nghị là gì?","['A. Sử dụng cùng một mật khẩu cho tất cả các tài khoản', 'B. Tạo mật khẩu mạnh và bật bảo vệ hai lớp', 'C. Công khai địa chỉ email cá nhân ở mọi nơi', 'D. Không bao giờ thay đổi mật khẩu']",B,Medium,
Q2.012,"2.1_NguyenTac","""Netiquette"" (Phép lịch sự trên mạng) KHÔNG bao gồm nguyên tắc nào dưới đây?","['A. Tôn trọng quyền riêng tư của người khác.', 'B. Đọc kỹ trước khi gửi để tránh sai sót.', 'C. Tham gia thảo luận một cách có trách nhiệm.', 'D. Tranh luận gay gắt để bảo vệ quan điểm cá nhân.']",D,Medium,
Q2.013,"2.1_NguyenTac","Khi viết email công việc, dòng tiêu đề (Subject) nên","['A. Để trống để tạo sự tò mò', 'B. Viết dài, mô tả chi tiết toàn bộ nội dung email', 'C. Ngắn gọn, rõ ràng và phản ánh chính xác nội dung chính', 'D. Chỉ sử dụng các ký tự đặc biệt để nổi bật']",C,Medium,
Q2.014,"2.2_LamViecNhom",Hợp tác số là gì?,"['A. Làm việc nhóm thông qua nền tảng số', 'B. Giao tiếp qua giấy tờ', 'C. Làm việc độc lập trên máy tính', 'D. Giao tiếp qua điện thoại cá nhân']",A,Medium,
Q2.015,"2.2_LamViecNhom",Một lợi ích của hợp tác trong môi trường số là,"['A. Tăng thời gian xử lý công việc', 'B. Làm việc mọi lúc, mọi nơi', 'C. Không cần người quản lý', 'D. Hạn chế chia sẻ tài liệu']",B,Medium,
Q2.016,"2.1_NguyenTac",Việc sử dụng chữ in đậm ở một số nội dung trong giao tiếp số thường được diễn giải là,"['A. Thể hiện sự chuyên nghiệp', 'B. Giúp người đọc dễ nhìn thấy hơn', 'C. Nhấn mạnh thông tin quan trọng người đọc cần lưu ý', 'D. Hành động không hài lòng']",C,Medium,
Q2.017,"2.1_NguyenTac","Khi nhận được một tin nhắn hoặc email có nội dung gây khó chịu, bạn nên","['A. Phản hồi ngay lập tức với một thông điệp tương tự', 'B. Bỏ qua và không phản hồi', 'C. Chuyển tiếp cho tất cả mọi người để họ cùng biết', 'D. Tạm dừng, suy nghĩ kỹ và trả lời một cách bình tĩnh, chuyên nghiệp']",D,Medium,
Q2.018,"2.1_NguyenTac","Theo một nghiên cứu năm 2021, lý do phổ biến nhất mọi người sử dụng mạng xã hội là gì?","['A. Đọc các câu chuyện tin tức', 'B. Tìm kiếm cảm hứng', 'C. Lấp đầy thời gian rảnh rỗi', 'D. Duy trì kết nối với gia đình và bạn bè']",D,Medium,
Q2.019,"2.1_NguyenTac",Yếu tố nào sau đây là QUAN TRỌNG NHẤT để xây dựng lòng tin trong giao tiếp số?,"['A. Tốc độ phản hồi nhanh chóng', 'B. Sự trung thực, minh bạch và nhất quán', 'C. Sử dụng nhiều hình ảnh và biểu tượng cảm xúc', 'D. Luôn đồng ý với mọi người']",B,Medium,
Q2.020,"2.3_CongDanSo",Tôn trọng quyền riêng tư trong giao tiếp số nghĩa là:,"['A. Chia sẻ mọi thông tin của bạn bè', 'B. Dùng camera ẩn', 'C. Ghi âm cuộc họp bí mật', 'D. Không đăng tải thông tin người khác khi chưa được phép']",D,Medium,
Q2.021,"2.1_NguyenTac","Khi tham gia một diễn đàn trực tuyến mới, việc đầu tiên bạn nên làm là gì?","['A. Đăng ngay một câu hỏi của mình', 'B. Quảng cáo sản phẩm/dịch vụ của mình', 'C. Giới thiệu bản thân và đọc các quy tắc của cộng đồng', 'D. Chỉ đọc mà không bao giờ tương tác']",C,Medium,
Q2.022,"2.3_CongDanSo","Theo tài liệu, trách nhiệm công dân trong môi trường số KHÔNG bao gồm hành vi nào sau đây?","['A. Phản hồi chính sách thông qua cổng thông tin điện tử', 'B. Lan tỏa các giá trị tích cực', 'C. Giám sát và góp ý một cách có trách nhiệm', 'D. Luôn giữ im lặng trước các vấn đề xã hội']",D,Medium,
Q2.023,"2.3_CongDanSo",Đâu là một trong những hành vi thể hiện trách nhiệm công dân trong môi trường số?,"['A. Phớt lờ các vi phạm trên mạng', 'B. Tuân thủ pháp luật số và chuẩn mực đạo đức số', 'C. Chia sẻ mọi thông tin mà không cần kiểm chứng', 'D. Sử dụng danh tính ẩn danh để công kích người khác']",B,Medium,
Q2.024,"2.1_NguyenTac","Trong giao tiếp số, việc sử dụng biểu tượng cảm xúc (emoji) nên","['A. Được sử dụng thay thế hoàn toàn cho ngôn từ', 'B. Tránh tuyệt đối trong mọi ngữ cảnh công việc', 'C. Càng nhiều càng tốt để thể hiện cảm xúc', 'D. Được sử dụng một cách thận trọng, phù hợp với ngữ cảnh và đối tượng']",D,Medium,
Q2.025,"2.1_NguyenTac","Khi giao tiếp trong môi trường số (email, chat), yếu tố nào sau đây là QUAN TRỌNG NHẤT để tránh hiểu lầm?","['A. Sử dụng nhiều biểu tượng cảm xúc (emoji) để thể hiện thái độ.', 'B. Viết thật ngắn gọn, bỏ qua các từ không cần thiết.', 'C. Sử dụng ngôn ngữ rõ ràng, mạch lạc và đúng ngữ pháp.', 'D. Luôn viết hoa toàn bộ các từ quan trọng.']",C,Medium,
Q2.026,"2.4_DichVuCong","Khi bị bôi nhọ trên mạng xã hội, người dùng có thể làm gì để bảo vệ mình theo quy định của Luật An ninh mạng, 2018?","['A. Trả đũa bằng cách bôi nhọ lại người khác', 'B. Im lặng và chấp nhận', 'C. Xóa tài khoản mạng xã hội của mình', 'D. Sử dụng công cụ “Báo cáo nội dung” hoặc gửi khiếu nại đến cơ quan quản lý']",D,Medium,
Q2.027,"2.1_NguyenTac","Khi bạn không chắc chắn về ý nghĩa của một tin nhắn, cách tốt nhất là","['A. Giả vờ như bạn đã hiểu', 'B. Phớt lờ tin nhắn đó', 'C. Hỏi lại để làm rõ thay vì đưa ra giả định', 'D. Hỏi một người khác giải thích hộ']",C,Medium,
Q2.028,"2.1_NguyenTac","""Lắng nghe tích cực"" trong môi trường số KHÔNG bao gồm việc","['A. Ngắt lời người khác khi họ đang trình bày, chia sẻ thông tin', 'B. Đọc kỹ toàn bộ tin nhắn trước khi trả lời', 'C. Đưa ra phản hồi dựa trên sự hiểu biết đầy đủ về vấn đề', 'D. Tóm tắt lại các điểm chính để xác nhận thông tin']",A,Medium,
Q2.029,"2.1_NguyenTac",Công cụ nào sau đây được thiết kế ĐẶC BIỆT cho việc quản lý dự án và công việc nhóm?,"['A. Zoom', 'B. Trello/Asana', 'C. Gmail', 'D. Microsoft Word']",B,Medium,
Q2.030,"2.1_NguyenTac",Phần mềm nào sau đây hỗ trợ giao tiếp nhóm trực tuyến hiệu quả?,"['A. Microsoft Word', 'B. Excel', 'C. Photoshop', 'D. Zalo']",D,Medium,
Q2.031,"2.3_CongDanSo",Ứng dụng “Hue-S” được nêu làm ví dụ cho hành vi công dân số nào?,"['A. Góp ý dự thảo luật', 'B. Gửi phản ánh hiện trạng (lấn chiếm lòng đường) đến chính quyền', 'C. Đăng ký môn học trực tuyến', 'D. Nộp học phí trực tuyến']",B,Medium,
Q2.032,"2.1_NguyenTac","Mục đích chính của các công cụ nhắn tin tức thời (Zalo, Skype, Facebook Messager) trong công việc là","['A. Thay thế hoàn toàn email', 'B. Cho các cuộc trò chuyện dài và phức tạp', 'C. Giao tiếp nhanh, trao đổi theo nhóm và chia sẻ tệp tin nhanh chóng', 'D. Chỉ để trò chuyện xã hội']",C,Medium,
Q2.033,"2.1_NguyenTac",Đâu là một trong những tính năng nổi bật của cuộc gọi video (video call)?,"['A. Chỉ cho phép gọi một-một', 'B. Giao tiếp trực tiếp, thấy được biểu cảm và ngôn ngữ cơ thể', 'C. Yêu cầu kết nối mạng dây', 'D. Không thể thực hiện trên thiết bị di động']",B,Medium,
Q2.034,"2.1_NguyenTac","Trong bối cảnh giao tiếp trực tuyến, ""btw"" là viết tắt của cụm từ nào?","['A. Be there whenever', 'B. By the way', 'C. Better than watching', 'D. Before the work']",B,Medium,
Q2.035,"2.3_CongDanSo","Theo tài liệu, quyền của một ""Công dân số"" bao gồm điều gì?","['A. Quyền truy cập công nghệ, quyền riêng tư và quyền tự do ngôn luận', 'B. Chỉ có quyền truy cập Internet tốc độ cao', 'C. Quyền đăng tải mọi thông tin không cần kiểm chứng', 'D. Quyền sử dụng miễn phí mọi phần mềm']",A,Medium,
Q2.036,"2.4_DichVuCong","Khi tra cứu văn bản pháp luật trực tuyến, tại sao việc kiểm tra hiệu lực của văn bản lại quan trọng?","['A. Để biết văn bản có phổ biến hay không', 'B. Vì văn bản có thể hết hiệu lực', 'C. Để xem có bao nhiêu người đã đọc văn bản', 'D. Để tải văn bản về máy nhanh hơn']",B,Medium,
Q2.037,"2.2_LamViecNhom","Tính năng ""Comment"" trong Google Docs hay Microsoft Word có tác dụng chính là gì?","['A. Tự động sửa lỗi chính tả', 'B. Cho phép nhiều người cùng chỉnh sửa trực tiếp mà không cần trao đổi', 'C. Tạo đường link (liên kết) đến tài liệu trách dẫn', 'D. Cung cấp không gian để đưa ra phản hồi, góp ý mà không thay đổi nội dung gốc']",D,Medium,
Q2.038,"2.2_LamViecNhom","Nền tảng nào sau đây thuộc nhóm ""Lưu trữ đám mây & Hợp tác tài liệu""?","['A. TikTok', 'B. Zalo', 'C. Google Drive', 'D. Facebook']",C,Medium,
Q2.039,"2.2_LamViecNhom","Khi tổ chức một cuộc họp trực tuyến, việc nào sau đây là NÊN LÀM?","['A. Gửi lịch họp (lời mời) kèm theo link tham gia, chương trình nghị sự và tài liệu đọc trước', 'B. Chỉ cần gửi link họp trước giờ họp', 'C. Không cần phải có kế hoạch trước, họp tự phát', 'D. Yêu cầu mọi người luôn bật camera trong suốt cuộc họp']",A,Medium,
Q2.040,"2.2_LamViecNhom","Một ""Wiki"" trong môi trường làm việc số thường được sử dụng để làm gì?","['A. Gửi email hàng loạt', 'B. Tạo các bản trình chiếu phức tạp', 'C. Tạo và chia sẻ kiến thức chung, nơi mọi người cùng đóng góp và chỉnh sửa', 'D. Quản lý lịch cá nhân']",C,Medium,
Q2.041,"2.1_NguyenTac","Hành vi nào sau đây được xem là ""NÊN LÀM"" trong môi trường mạng?","['A. Phát tán thông tin chưa kiểm chứng', 'B. Sử dụng ngôn từ tôn trọng và xây dựng', 'C. Dùng từ ngữ xúc phạm người khác', 'D. Nhấn vào các liên kết không rõ nguồn gốc']",B,Medium,
Q2.042,"2.1_NguyenTac","Hành vi nào sau đây được xem là ""KHÔNG NÊN LÀM"" trong môi trường mạng?","['A. Kiểm chứng nguồn tin trước khi chia sẻ', 'B. Phản ánh sự thật một cách văn minh', 'C. Vu khống, bôi nhọ qua mạng xã hội', 'D. Bảo mật thông tin cá nhân']",C,Medium,
Q2.043,"2.2_LamViecNhom","Để một cuộc họp trực tuyến hiệu quả, người chủ trì nên","['A. Cho phép mọi người nói tự do, không cần giơ tay', 'B. Tắt micro của tất cả người tham gia và chỉ bật khi cần phát biểu', 'C. Không can thiệp vào các cuộc trò chuyện song song', 'D. Để cuộc họp kéo dài không giới hạn thời gian']",B,Medium,
Q2.044,"2.2_LamViecNhom","Lợi ích chính của việc sử dụng các công cụ quản lý công việc (như Asana, Trello) là","['A. Thay thế hoàn toàn việc giao tiếp giữa các thành viên', 'B. Tự động hoàn thành tất cả các nhiệm vụ', 'C. Chỉ dành cho trưởng nhóm', 'D. Tăng cường sự minh bạch, theo dõi tiến độ và phân công trách nhiệm rõ ràng']",D,Medium,
Q2.045,"2.2_LamViecNhom","Khi cộng tác trên một tài liệu chung, bạn phát hiện ra lỗi sai quan trọng. Bạn nên","['A. Tự sửa lỗi mà không nói gì', 'B. Gửi email riêng cho sếp phàn nàn về lỗi sai', 'C. Sử dụng tính năng \'Comment\' hoặc \'Suggesting\' để đề xuất sửa đổi và tag người liên quan', 'D. Bỏ qua vì không phải việc của mình']",B,Medium,
Q2.046,"2.1_NguyenTac",Bước đầu tiên trong quy trình 5 bước kiểm chứng thông tin là gì?,"['A. Phân tích nội dung', 'B. Kiểm tra chéo', 'C. Đánh giá nguồn tin', 'D. Xác thực hình ảnh']",C,Medium,
Q2.047,"2.2_LamViecNhom","""Làm việc theo nhóm không đồng bộ"" (Asynchronous Collaboration) có nghĩa là","['A. Các thành viên làm việc vào các thời điểm khác nhau, không cần có mặt cùng lúc', 'B. Các thành viên làm việc cùng nhau tại cùng một thời điểm', 'C. Nhóm làm việc mà không có nhóm trưởng', 'D. Nhóm sử dụng duy nhất một công cụ để giao tiếp']",A,Medium,
Q2.048,"2.2_LamViecNhom","Khi tham gia họp trực tuyến, việc sử dụng tính năng ""giơ tay"" (Raise Hand) có tác dụng gì?","['A. Thể hiện sự đồng ý với người đang nói', 'B. Thông báo rời cuộc họp', 'C. Tắt micro của người khác', 'D. Báo hiệu cho người chủ trì biết bạn muốn phát biểu mà không làm gián đoạn cuộc họp']",D,Medium,
Q2.049,"2.2_LamViecNhom","Trong môi trường làm việc nhóm trực tuyến, ""Single Source of Truth"" (Nguồn sự thật duy nhất) thường đề cập đến","['A. Một người trong nhóm luôn luôn đúng', 'B. Một nền tảng hoặc tài liệu trung tâm nơi mọi thông tin cập nhật mới nhất được lưu trữ', 'C. Một cuộc họp kéo dài hàng giờ', 'D. Một kênh chat riêng tư giữa trưởng nhóm và sếp']",B,Medium,
Q2.050,"2.2_LamViecNhom","Trong môi trường làm việc cộng tác, để tránh ""xung đột phiên bản"" khi nhiều người cùng chỉnh sửa một tệp, bạn nên","['A. Gửi tệp qua email cho từng người một', 'B. Chỉ cho phép một người có quyền chỉnh sửa tại một thời điểm', 'C. In tài liệu ra và giửi cho mọi người chỉnh sửa bằng tay rồi tổng hợp lại', 'D. Sử dụng các công cụ cộng tác trực tuyến (Google Workspace, Microsoft 365) cho phép chỉnh sửa đồng thời']",D,Medium,
Q2.051,"2.2_LamViecNhom","Khi chia sẻ màn hình trong cuộc họp trực tuyến, điều gì là QUAN TRỌNG nhất","['A. Đảm bảo bạn chỉ chia sẻ các tab, cửa sổ ứng dụng cụ thể cần thiết cho cuộc họp', 'B. Chia sẻ toàn bộ màn hình để mọi người thấy mọi thứ', 'C. Luôn bật webcam khi chia sẻ màn hình', 'D. Cần hỏi ý kiến và nhận được đồng ý của các thành viên mới chia sẻ']",A,Medium,
Q2.052,"2.1_NguyenTac","Khi một thành viên trong nhóm liên tục không phản hồi tin nhắn hoặc email, việc đầu tiên bạn nên làm là","['A. Công khai nhắc họ trong nhóm chat để gây áp lực', 'B. Báo cáo họ với cấp trên ngay lập tức', 'C. Thử liên lạc bằng một phương thức khác (gọi điện) để hỏi thăm và nhắc nhở lịch sự', 'D. Coi như họ đang không hợp tác và tự làm thay công việc của họ']",C,Medium,
Q2.053,"2.2_LamViecNhom","Khi làm việc nhóm trên các nền tảng số, hành động nào sau đây là NGUY HIỂM nhất?","['A. Đăng nhập nền tảng trên nhiều thiết bị', 'B. Đăng xuất khỏi tài khoản khi sử dụng thiết bị công cộng', 'C. Chia sẻ mật khẩu tài khoản cá nhân cho đồng nghiệp', 'D. Sử dụng liên kết chia sẻ với quyền \'Chỉ xem\'']",C,Medium,
Q2.054,"2.1_NguyenTac","Khi cần gửi một tệp tin chứa thông tin nhạy cảm, biện pháp an toàn hơn cả là","['A. Gửi tệp đính kèm email không mật khẩu', 'B. Đặt mật khẩu cho tệp và gửi mật khẩu qua một kênh khác (tin nhắn SMS)', 'C. Upload lên dịch vụ lưu trữ, chia sẻ liên kết công khai', 'D. Không bao giờ gửi thông tin nhạy cảm qua internet']",B,Medium,
Q2.055,"2.2_LamViecNhom","Hiện tượng ""Zoombombing"" xảy ra khi","['A. Có người không được mời xâm nhập và quấy rối cuộc họp trực tuyến', 'B. Một cuộc họp Zoom có chất lượng video rất xấu', 'C. Ứng dụng Zoom bị lỗi và tự động thoát', 'D. Người tham gia sử dụng background ảo']",A,Medium,
Q2.056,"2.1_NguyenTac","Khi nhận được một email yêu cầu cung cấp thông tin đăng nhập hoặc thông tin cá nhân, bạn nên","['A. Trả lời ngay vì có thể đây là yêu cầu khẩn cấp', 'B. Xóa email đó ngay lập tức và không click vào bất kỳ liên kết nào', 'C. Chuyển tiếp email cho đồng nghiệp để hỏi ý kiến', 'D. Cung cấp thông tin để xác minh danh tính của họ']",B,Medium,
Q2.057,"2.2_LamViecNhom","Khi chia sẻ tệp trên Google Drive hoặc OneDrive, quyền ""Có thể chỉnh sửa"" nên được cấp cho:","['A. Chỉ những người thực sự cần chỉnh sửa tài liệu', 'B. Bất kỳ ai có liên kết', 'C. Tất cả mọi người trong công ty', 'D. Tất cả đều đúng']",A,Medium,
